"uit","upt","ultg","gi"
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV AIR ANYIR
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV KELAPA
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV KOBA
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV MUNTOK
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV PANGKAL PINANG
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV SUNGAI LIAT
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,GI 150 KV TOBOALI
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV KELAPA - MUNTOK
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV MUNTOK - LANDING POINT
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV KOBA - TOBOALI
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV PANGKALPINANG - KOBA
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV AIR ANYIR - SUNGAI LIAT
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV AIR ANYIR - PANGKAL PINANG
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,TRS 150 KV PANGKALPINANG - KELAPA
BABEL,UPK BANGKA BELITUNG,ULTG BANGKA,LP 150 KV MUNTOK
BABEL,UPK BANGKA BELITUNG,ULTG BELITUNG,GI 70 KV DUKONG
BABEL,UPK BANGKA BELITUNG,ULTG BELITUNG,GI 70 KV MANGGAR
BABEL,UPK BANGKA BELITUNG,ULTG BELITUNG,GI 70 KV SUGE
BABEL,UPK BANGKA BELITUNG,ULTG BELITUNG,TRS 70 KV SUGE - DUKONG
BABEL,UPK BANGKA BELITUNG,ULTG BELITUNG,TRS 70 KV DUKONG - MANGGAR
MMU,UP3B MALUKU,ULTG TERNATE,TRS 150 KV KSTL-TTE
MMU,UP3B MALUKU,ULTG TERNATE,GI 150KV KASTELA
MMU,UP3B MALUKU,ULTG TERNATE,GIS 150KV TERNATE
MMU,UP3B MALUKU,ULTG AMBON,GI 150KV WAAI
MMU,UP3B MALUKU,ULTG AMBON,GI 70KV NAMLEA
MMU,UP3B MALUKU,ULTG AMBON,GI 70KV NAMROLE
MMU,UP3B MALUKU,ULTG AMBON,TRS 70 KV NAMROLE-NAMLEA
MMU,UP3B MALUKU,ULTG AMBON,TRS 150 KV PASSO-SRMAU
MMU,UP3B MALUKU,ULTG AMBON,TRS 150 KV WAAI-PASSO
MMU,UP3B MALUKU,ULTG AMBON,TRS 150 KV PASSO-HBSAR
MMU,UP3B MALUKU,ULTG AMBON,GI 70KV PASSO
MMU,UP3B MALUKU,ULTG AMBON,GI 70KV SIRIMAU
MMU,UP3B MALUKU,ULTG AMBON,GI 150KV HATIVE BESAR
MMU,UP3B MALUKU,ULTG AMBON,GIS 150KV PASSO
MMU,UP3B MALUKU,ULTG AMBON,GI 150KV SIRIMAU
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV AMPENAN
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV JERANJANG
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV KUTA
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV MANTANG
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV MATARAM
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV SENGKOL
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV SWITCHING
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV SWITCHING-TNJNG
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV SWITCHING-MATARAM
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV AMPN-JRJG
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV INC MTNG-SGKL
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV INC JRJG-MTNG
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV SGKL-KUTA
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SKTT 150 KV AMPN-PEAKR
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SKTT 150 KV PAEKR-SWITCHING
NTB,UPT MATARAM,ULTG LOMBOK BARAT,SUTT 150 KV JRJG-SKTNG
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GIS 150KV LOMBOK PEAKER
NTB,UPT MATARAM,ULTG LOMBOK BARAT,GI 150KV SEKOTONG
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,GI 150KV BAYAN
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,GI 150KV PAOKMOTONG
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,GI 150KV PRINGGABAYA
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,GI 150KV SAMBELIA
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,GI 150KV TANJUNG
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,SUTT 150 KV SGKL-PKMTG
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,SUTT 150 KV PKMTG-PRGBY
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,SUTT 150 KV SMBLA-BAYAN
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,SUTT 150 KV BAYAN-TNJNG
NTB,UPT MATARAM,ULTG LOMBOK TIMUR,SUTT 150 KV PRGBY-SMBLA
NTB,UPT MATARAM,ULTG BIMA,SUTT 70 KV BIMA-DOMPU
NTB,UPT MATARAM,ULTG BIMA,SUTT 70 KV WOHA-DOMPU
NTB,UPT MATARAM,ULTG BIMA,SUTT 150 KV EMPNG-DOMPU
NTB,UPT MATARAM,ULTG BIMA,SUTT 70 KV BIMA-SAPE
NTB,UPT MATARAM,ULTG BIMA,SUTT 70 KV BONTO-BIMA
NTB,UPT MATARAM,ULTG BIMA,GI 70KV BONTO
NTB,UPT MATARAM,ULTG BIMA,GI 70KV BIMA
NTB,UPT MATARAM,ULTG BIMA,GI 70KV WOHA
NTB,UPT MATARAM,ULTG BIMA,GI 150KV DOMPU
NTB,UPT MATARAM,ULTG BIMA,GI 70KV DOMPU
NTB,UPT MATARAM,ULTG BIMA,GI 70KV SAPE
NTB,UPT MATARAM,ULTG SUMBAWA,GI 70KV ALAS
NTB,UPT MATARAM,ULTG SUMBAWA,SUTT 150 KV SMBWA-LABHN
NTB,UPT MATARAM,ULTG SUMBAWA,SUTT 70 KV ALAS - LABHN
NTB,UPT MATARAM,ULTG SUMBAWA,SUTT 70 KV TLWNG - ALAS
NTB,UPT MATARAM,ULTG SUMBAWA,SUTT 70 KV KTSRI-TLWNG
NTB,UPT MATARAM,ULTG SUMBAWA,SUTT 150 KV LABHN-EMPNG
NTB,UPT MATARAM,ULTG SUMBAWA,GI 70KV PLTU SUMBAWA BARAT
NTB,UPT MATARAM,ULTG SUMBAWA,GI 70KV TALIWANG
NTB,UPT MATARAM,ULTG SUMBAWA,GI 150KV SUMBAWA
NTB,UPT MATARAM,ULTG SUMBAWA,GI 150KV LABUHAN
NTB,UPT MATARAM,ULTG SUMBAWA,GI 70KV LABUHAN
NTB,UPT MATARAM,ULTG SUMBAWA,GI 150KV EMPANG
NTT,UPK TIMOR,ULTG KUPANG,GI 150KV BOLOK
NTT,UPK TIMOR,ULTG KUPANG,GI 150KV PANAF
NTT,UPK TIMOR,ULTG KUPANG,GI 150KV TENAU
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV ATAMBUA
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV ATAPUPU
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV BOLOK
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV KEFAMENANU
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV MAULAFA
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV NAIBONAT
NTT,UPK TIMOR,ULTG KUPANG,GI 70KV NONOHONIS
NTT,UPT KUPANG,ULTG FLORES TIMUR,GI 150KV MAUMERE
NTT,UPT KUPANG,ULTG FLORES TIMUR,GI 150KV WAIRITA
NTT,UPT KUPANG,ULTG FLORES TIMUR,GI 70KV ASESA
NTT,UPT KUPANG,ULTG FLORES TIMUR,GI 70KV ENDE
NTT,UPT KUPANG,ULTG FLORES TIMUR,GI 70KV MAUMERE
NTT,UPT KUPANG,ULTG FLORES TIMUR,GI 70KV ROPA
NTT,UPT KUPANG,ULTG FLORES TIMUR,TRS 70KV ASESA-BJAWA
NTT,UPT KUPANG,ULTG FLORES TIMUR,TRS 70KV ROPA-ASESA
NTT,UPT KUPANG,ULTG FLORES TIMUR,TRS 70KV ROPA-BJAWA
NTT,UPT KUPANG,ULTG FLORES TIMUR,TRS 70KV SKRIA-ENDE
NTT,UPT KUPANG,ULTG FLORES TIMUR,TRS 70KV ROPA-SKRIA
NTT,UPT KUPANG,ULTG FLORES BARAT,GI 70KV BAJAWA
NTT,UPT KUPANG,ULTG FLORES BARAT,GI 70KV BORONG
NTT,UPT KUPANG,ULTG FLORES BARAT,GI 70KV LABUAN BAJO
NTT,UPT KUPANG,ULTG FLORES BARAT,GI 70KV RANGKO
NTT,UPT KUPANG,ULTG FLORES BARAT,GI 70KV RUTENG
NTT,UPT KUPANG,ULTG FLORES BARAT,GI 70KV ULUMBU
NTT,UPT KUPANG,ULTG KUPANG,GI 150KV BOLOK
NTT,UPT KUPANG,ULTG KUPANG,GI 150KV PANAF
NTT,UPT KUPANG,ULTG KUPANG,GI 150KV TENAU
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV ATAMBUA
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV ATAPUPU
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV BOLOK
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV KEFAMENANU
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV MAULAFA
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV NAIBONAT
NTT,UPT KUPANG,ULTG KUPANG,GI 70KV NONOHONIS
NTT,UPT KUPANG,ULTG KUPANG,TRS 150KV BLK-TENAU
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV GERSIK
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GIS 150KV EMPAT IKN
P3BKAL,UPT BALIKPAPAN,ULTG PASER,TRS 150KV TANJUNG-MUARA KOMAM
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV GROGOT
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV IBUKOTANEGARA
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV KUARO
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV LONG IKIS
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV MUARA KOMAM
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI 150KV PETUNG
P3BKAL,UPT BALIKPAPAN,ULTG PASER,GI  150KV TRAFO MOBILE IKN
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,TRS 150KV SENIPAH-KARANGJOANG
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,TRS 150KV KARIANGAU-GIS4IKN
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,TRS 150KV NEWBALIKPAPAN-KARIANGAU
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV INDUSTRI
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV KARANG JOANG
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV KARIANGAU
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV NEW BALIKPAPAN
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV SENIPAH
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV TEMPADUNG
P3BKAL,UPT BALIKPAPAN,ULTG BALIKPAPAN,GI 150KV MANGGARSARI
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,GI 150KV TALISAYAN
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,GI 150KV TIDANG PALE
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,GI 150KV TANJUNG REDEP
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,GI 150KV TANJUNG SELOR
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,TRS 150KV TALISAYAN - MALOY
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,TRS 150KV TANJUNG REDEB - TALISAYAN
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,TRS 150KV TIDANG PALE - TANJUNG SELOR
P3BKAL,UPT BALIKPAPAN,ULTG BERAU,TRS 150KV TANJUNG REDEP-TANJUNG SELOR
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,TRS 150KV SANGATTA-MALOY
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,TRS 150KV PLTU GPK - TELUK PANDAN
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,TRS 150KV NEW SAMARINDA - MUARA BADAK
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV BONTANG LESTARI
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV MALOY
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV MUARA BADAK
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV NEW SAMARINDA
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV SAMBUTAN
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV SANGATTA
P3BKAL,UPT BALIKPAPAN,ULTG BONTANG,GI 150KV TELUK PANDAN
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,TRS 150KV BUKUAN-KTT KFI
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV BUKIT BIRU
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV BUKUAN
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV EMBALUT
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV HARAPAN BARU
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV KOTA BANGUN
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV MUARA JAWA
P3BKAL,UPT BALIKPAPAN,ULTG SAMARINDA,GI 150KV TENGKAWANG
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV ASAM ASAM
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV BANDARA
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV BATI BATI
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV CEMPAKA
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV PELAIHARI
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 70KV CEMPAKA
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 70KV PLTA
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV TARJUN
P3BKAL,UPT BANJARBARU,ULTG BANJAR,GI 150KV SILO
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GIS 150KV ULIN
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV KAYUTANGI
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV MANTUIL
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV MARABAHAN
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV SEBERANG BARITO
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV SEI TABUK
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV SELAT
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 150KV TRISAKTI
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 70KV TRISAKTI
P3BKAL,UPT BANJARBARU,ULTG BANDARMASIH,GI 70KV ULIN
P3BKAL,UPT BANJARBARU,ULTG BARABAI,TRS 150 KV TANJUNG - KOMAM
P3BKAL,UPT BANJARBARU,ULTG BARABAI,TRS 150KV KANDANGAN-BARIKIN
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV AMUNTAI
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV BARIKIN
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV KANDANGAN
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV PARINGIN
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV RANTAU
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV TANJUNG
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV TPI
P3BKAL,UPT BANJARBARU,ULTG BARABAI,GI 150KV KANDANGAN
P3BKAL,UPT BANJARBARU,ULTG MTEWEH,GI 150KV BUNTOK
P3BKAL,UPT BANJARBARU,ULTG MTEWEH,GI 150KV MUARA TEWEH
P3BKAL,UPT BANJARBARU,ULTG MTEWEH,GI 150KV BANGKANAI
P3BKAL,UPT BANJARBARU,ULTG MTEWEH,GI 150KV PURUK CAHU
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV PULAU LAUT
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV BATULICIN
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV LANGADAI
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV SATUI
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV SETANGGA
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV KANDANGAN
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV SEI DURIAN
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV TARJUN
P3BKAL,UPT BANJARBARU,ULTG BATULICIN,GI 150KV SEI DURIAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV SBGAU
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,TRS 150 KV SELAT-MNTIN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,TRS 150 KV KASONGAN-SUDAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,TRS 150 KV INC GI SUDAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV NANGABULIK
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV PARENGGEAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV SEBANGAU
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV PALANGKARAYA
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV KASONGAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV KUALA KURUN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GIS 150KV MINTIN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV PLTU SKS
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV SUDAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,SERANDANG 150 KV GI SUDAN
P3BKAL,UPT PALANGKARAYA,ULTG PALANGKARAYA,GI 150KV PULANG PISAU
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,TRS 150 KV MRTWH-PURCA
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,GI 150KV BUNTOK
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,GI 150KV MUARA TEWEH
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,GI 150KV PURUK CAHU
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,GI 150KV PURUK CAHU
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,GI 150KV BANGKANAI
P3BKAL,UPT PALANGKARAYA,ULTG MTEWEH,GI 150KV PURUK CAHU
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV KUALA KURUN
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GIS 150KV MINTIN
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV PULANG PISAU
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV PLTU SKS
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV PALANGKARAYA
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV KASONGAN
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV SUDAN
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV PARENGGEAN
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV SBGAU
P3BKAL,UPT PALANGKARAYA,ULTG PRAYA,GI 150KV NANGABULIK
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV SAMPIT
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,TRS 150 KV SUKAMARA-KENDAWANGAN
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,TRS 150KV P.BUN-KTT KLM
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,TRS 150 KV INC GI PANGKALAN BANTENG
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,TRS 150 KV INC GI NANGABULIK
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV BAGENDANG
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV KUALA PEMBUANG
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV NANGABULIK
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV PANGKALAN BANTENG
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV PANGKALAN BUN
P3BKAL,UPT PALANGKARAYA,ULTG PANGKALANBUN,GI 150KV SUKAMARA
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,TRS 150KV KTP - SDN (EX)
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,TRS 150KV SKMR-KNDWGAN
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,TRS 150KV SANDAI-KETAPANG
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,GI 150KV KENDAWANGAN
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,GI 150KV KETAPANG
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,GI 150KV SANDAI
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,GI 150KV SANDAI
P3BKAL,UPT PONTIANAK,ULTG KETAPANG,GI 150KV SUKADANA
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,TRS 150KV TAYAN - SIANTAN
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,TRS 150KV TAYAN - SANDAI
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV CENDANA
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV KOTA BARU
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV PARIT BARU
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV SEI RAYA
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV SIANTAN
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV BENGKAYANG
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV TAYAN
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV SANGGAU
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV SEKADAU
P3BKAL,UPT PONTIANAK,ULTG PONTIANAK,GI 150KV SINTANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GITET 275KV BENGKAYANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,TRS 150KV NGABANG - TAYAN
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,TRS 150KV SINGKAWANG-PLTU 3 BENGKAYANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,TRS 150KV SINGKAWANG - PLTU GCL
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,TRS 150KV BENGKAYANG - NGABANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV BENGKAYANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV PLTU GCL DUPE
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV PLTU BENGKAYANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV SAMBAS
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV SENGGIRING
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV SINGKAWANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GARDU INDUK PLTU 3
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV NGABANG
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GI 150KV PLTU GCL
P3BKAL,UPT PONTIANAK,ULTG SINGKAWANG,GIS 150KV PLTU GCL
P3BKAL,UPT PONTIANAK,ULTG SANGGAU,GI 150KV NGABANG
P3BKAL,UPT PONTIANAK,ULTG SANGGAU,GI 150KV SANGGAU
P3BKAL,UPT PONTIANAK,ULTG SANGGAU,GI 150KV SEKADAU
P3BKAL,UPT PONTIANAK,ULTG SANGGAU,GI 150KV SINTANG
P3BKAL,UPT PONTIANAK,ULTG SANGGAU,GI 150KV TAYAN
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV PEUSANGAN
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 275KV SIGLI-ULEKR
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 150KV BACEH-ULEKR
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 150KV ULEKR-KRAYA
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 150KV TKGON-BIRUN
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 150KV SIGLI-BACEH
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 150KV BIRUN-SIGLI
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,TRS 150KV INC GI JNTHO
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV ULEE KARENG
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GITET 275 KV ULEE KARENG
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GITET 275 KV SIGLI
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV BANDA ACEH
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV SIGLI
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV BIREUN
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV JANTHO
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV TAKENGON
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV SAMALANGA
P3BS,UPT BANDA ACEH,ULTG BANDA ACEH,GI 150KV KRUENG RAYA
P3BS,UPT BANDA ACEH,ULTG MEULABOH,TRS 275KV NAGAN-SIGLI
